Date,Year,Month,Day,Baseline_MaxTemp,≥25°C,≥28°C,≥30°C,≥32°C,Current_MaxTemp,≥25°C,≥28°C,≥30°C,≥32°C
1961-01-01,1961,1,1,8.5,,,,,,,,,
1961-01-02,1961,1,2,8.2,,,,,,,,,
1961-01-03,1961,1,3,5.9,,,,,,,,,
1961-01-04,1961,1,4,6.8,,,,,,,,,
1961-01-05,1961,1,5,7.6,,,,,,,,,
1961-01-06,1961,1,6,7.0,,,,,,,,,
1961-01-07,1961,1,7,9.2,,,,,,,,,
1961-01-08,1961,1,8,7.1,,,,,,,,,
1961-01-09,1961,1,9,8.2,,,,,,,,,
1961-01-10,1961,1,10,8.7,,,,,,,,,
1961-01-11,1961,1,11,6.3,,,,,,,,,
1961-01-12,1961,1,12,9.0,,,,,,,,,
1961-01-13,1961,1,13,9.1,,,,,,,,,
1961-01-14,1961,1,14,6.0,,,,,,,,,
1961-01-15,1961,1,15,4.8,,,,,,,,,
1961-01-16,1961,1,16,6.1,,,,,,,,,
1961-01-17,1961,1,17,8.2,,,,,,,,,
1961-01-18,1961,1,18,9.0,,,,,,,,,
1961-01-19,1961,1,19,7.5,,,,,,,,,
1961-01-20,1961,1,20,8.5,,,,,,,,,
1961-01-21,1961,1,21,9.0,,,,,,,,,
1961-01-22,1961,1,22,8.2,,,,,,,,,
1961-01-23,1961,1,23,6.6,,,,,,,,,
1961-01-24,1961,1,24,4.4,,,,,,,,,
1961-01-25,1961,1,25,2.4,,,,,,,,,
1961-01-26,1961,1,26,9.2,,,,,,,,,
1961-01-27,1961,1,27,10.9,,,,,,,,,
1961-01-28,1961,1,28,9.7,,,,,,,,,
1961-01-29,1961,1,29,10.7,,,,,,,,,
1961-01-30,1961,1,30,8.7,,,,,,,,,
1961-01-31,1961,1,31,9.0,,,,,,,,,
1961-02-01,1961,2,1,8.4,,,,,,,,,
1961-02-02,1961,2,2,8.4,,,,,,,,,
1961-02-03,1961,2,3,9.4,,,,,,,,,
1961-02-04,1961,2,4,10.2,,,,,,,,,
1961-02-05,1961,2,5,11.6,,,,,,,,,
1961-02-06,1961,2,6,8.4,,,,,,,,,
1961-02-07,1961,2,7,9.9,,,,,,,,,
1961-02-08,1961,2,8,11.0,,,,,,,,,
1961-02-09,1961,2,9,11.2,,,,,,,,,
1961-02-10,1961,2,10,10.5,,,,,,,,,
1961-02-11,1961,2,11,10.4,,,,,,,,,
1961-02-12,1961,2,12,10.5,,,,,,,,,
1961-02-13,1961,2,13,10.7,,,,,,,,,
1961-02-14,1961,2,14,11.3,,,,,,,,,
1961-02-15,1961,2,15,10.1,,,,,,,,,
1961-02-16,1961,2,16,10.5,,,,,,,,,
1961-02-17,1961,2,17,9.9,,,,,,,,,
1961-02-18,1961,2,18,12.6,,,,,,,,,
1961-02-19,1961,2,19,10.3,,,,,,,,,
1961-02-20,1961,2,20,8.6,,,,,,,,,
1961-02-21,1961,2,21,8.0,,,,,,,,,
1961-02-22,1961,2,22,7.7,,,,,,,,,
1961-02-23,1961,2,23,9.8,,,,,,,,,
1961-02-24,1961,2,24,11.2,,,,,,,,,
1961-02-25,1961,2,25,11.3,,,,,,,,,
1961-02-26,1961,2,26,11.8,,,,,,,,,
1961-02-27,1961,2,27,8.2,,,,,,,,,
1961-02-28,1961,2,28,11.0,,,,,,,,,
1961-03-01,1961,3,1,12.9,,,,,,,,,
1961-03-02,1961,3,2,12.5,,,,,,,,,
1961-03-03,1961,3,3,11.7,,,,,,,,,
1961-03-04,1961,3,4,13.8,,,,,,,,,
1961-03-05,1961,3,5,14.7,,,,,,,,,
1961-03-06,1961,3,6,13.1,,,,,,,,,
1961-03-07,1961,3,7,11.9,,,,,,,,,
1961-03-08,1961,3,8,11.7,,,,,,,,,
1961-03-09,1961,3,9,13.1,,,,,,,,,
1961-03-10,1961,3,10,13.3,,,,,,,,,
1961-03-11,1961,3,11,13.0,,,,,,,,,
1961-03-12,1961,3,12,12.1,,,,,,,,,
1961-03-13,1961,3,13,12.8,,,,,,,,,
1961-03-14,1961,3,14,13.2,,,,,,,,,
1961-03-15,1961,3,15,12.6,,,,,,,,,
1961-03-16,1961,3,16,15.8,,,,,,,,,
1961-03-17,1961,3,17,10.9,,,,,,,,,
1961-03-18,1961,3,18,9.9,,,,,,,,,
1961-03-19,1961,3,19,8.6,,,,,,,,,
1961-03-20,1961,3,20,9.9,,,,,,,,,
1961-03-21,1961,3,21,10.4,,,,,,,,,
1961-03-22,1961,3,22,11.1,,,,,,,,,
1961-03-23,1961,3,23,11.6,,,,,,,,,
1961-03-24,1961,3,24,10.2,,,,,,,,,
1961-03-25,1961,3,25,10.3,,,,,,,,,
1961-03-26,1961,3,26,13.4,,,,,,,,,
1961-03-27,1961,3,27,10.5,,,,,,,,,
1961-03-28,1961,3,28,11.4,,,,,,,,,
1961-03-29,1961,3,29,11.2,,,,,,,,,
1961-03-30,1961,3,30,13.5,,,,,,,,,
1961-03-31,1961,3,31,13.4,,,,,,,,,
1961-04-01,1961,4,1,11.7,,,,,,,,,
1961-04-02,1961,4,2,13.2,,,,,,,,,
1961-04-03,1961,4,3,11.0,,,,,,,,,
1961-04-04,1961,4,4,11.7,,,,,,,,,
1961-04-05,1961,4,5,13.5,,,,,,,,,
1961-04-06,1961,4,6,14.1,,,,,,,,,
1961-04-07,1961,4,7,12.7,,,,,,,,,
1961-04-08,1961,4,8,11.4,,,,,,,,,
1961-04-09,1961,4,9,12.6,,,,,,,,,
1961-04-10,1961,4,10,14.3,,,,,,,,,
1961-04-11,1961,4,11,14.0,,,,,,,,,
1961-04-12,1961,4,12,12.2,,,,,,,,,
1961-04-13,1961,4,13,13.3,,,,,,,,,
1961-04-14,1961,4,14,13.5,,,,,,,,,
1961-04-15,1961,4,15,14.7,,,,,,,,,
1961-04-16,1961,4,16,14.9,,,,,,,,,
1961-04-17,1961,4,17,16.8,,,,,,,,,
1961-04-18,1961,4,18,16.8,,,,,,,,,
1961-04-19,1961,4,19,13.0,,,,,,,,,
1961-04-20,1961,4,20,12.0,,,,,,,,,
1961-04-21,1961,4,21,13.1,,,,,,,,,
1961-04-22,1961,4,22,12.2,,,,,,,,,
1961-04-23,1961,4,23,13.2,,,,,,,,,
1961-04-24,1961,4,24,13.1,,,,,,,,,
1961-04-25,1961,4,25,12.6,,,,,,,,,
1961-04-26,1961,4,26,13.1,,,,,,,,,
1961-04-27,1961,4,27,13.6,,,,,,,,,
1961-04-28,1961,4,28,14.5,,,,,,,,,
1961-04-29,1961,4,29,15.5,,,,,,,,,
1961-04-30,1961,4,30,14.5,,,,,,,,,
1961-05-01,1961,5,1,12.9,,,,,,,,,
1961-05-02,1961,5,2,13.6,,,,,,,,,
1961-05-03,1961,5,3,13.0,,,,,,,,,
1961-05-04,1961,5,4,13.1,,,,,,,,,
1961-05-05,1961,5,5,15.4,,,,,,,,,
1961-05-06,1961,5,6,13.9,,,,,,,,,
1961-05-07,1961,5,7,14.0,,,,,,,,,
1961-05-08,1961,5,8,14.2,,,,,,,,,
1961-05-09,1961,5,9,15.0,,,,,,,,,
1961-05-10,1961,5,10,17.1,,,,,,,,,
1961-05-11,1961,5,11,19.1,,,,,,,,,
1961-05-12,1961,5,12,19.2,,,,,,,,,
1961-05-13,1961,5,13,20.6,,,,,,,,,
1961-05-14,1961,5,14,17.2,,,,,,,,,
1961-05-15,1961,5,15,16.1,,,,,,,,,
1961-05-16,1961,5,16,15.6,,,,,,,,,
1961-05-17,1961,5,17,16.7,,,,,,,,,
1961-05-18,1961,5,18,17.4,,,,,,,,,
1961-05-19,1961,5,19,16.4,,,,,,,,,
1961-05-20,1961,5,20,16.1,,,,,,,,,
1961-05-21,1961,5,21,15.5,,,,,,,,,
1961-05-22,1961,5,22,16.0,,,,,,,,,
1961-05-23,1961,5,23,17.0,,,,,,,,,
1961-05-24,1961,5,24,17.7,,,,,,,,,
1961-05-25,1961,5,25,18.5,,,,,,,,,
1961-05-26,1961,5,26,12.3,,,,,,,,,
1961-05-27,1961,5,27,13.9,,,,,,,,,
1961-05-28,1961,5,28,14.6,,,,,,,,,
1961-05-29,1961,5,29,14.2,,,,,,,,,
1961-05-30,1961,5,30,16.1,,,,,,,,,
1961-05-31,1961,5,31,17.1,,,,,,,,,
1961-06-01,1961,6,1,15.5,,,,,,,,,
1961-06-02,1961,6,2,15.6,,,,,,,,,
1961-06-03,1961,6,3,17.7,,,,,,,,,
1961-06-04,1961,6,4,18.7,,,,,,,,,
1961-06-05,1961,6,5,17.3,,,,,,,,,
1961-06-06,1961,6,6,17.3,,,,,,,,,
1961-06-07,1961,6,7,14.6,,,,,,,,,
1961-06-08,1961,6,8,15.8,,,,,,,,,
1961-06-09,1961,6,9,16.0,,,,,,,,,
1961-06-10,1961,6,10,14.9,,,,,,,,,
1961-06-11,1961,6,11,16.0,,,,,,,,,
1961-06-12,1961,6,12,14.4,,,,,,,,,
1961-06-13,1961,6,13,16.9,,,,,,,,,
1961-06-14,1961,6,14,17.8,,,,,,,,,
1961-06-15,1961,6,15,18.2,,,,,,,,,
1961-06-16,1961,6,16,18.4,,,,,,,,,
1961-06-17,1961,6,17,16.3,,,,,,,,,
1961-06-18,1961,6,18,16.8,,,,,,,,,
1961-06-19,1961,6,19,16.9,,,,,,,,,
1961-06-20,1961,6,20,18.5,,,,,,,,,
1961-06-21,1961,6,21,18.3,,,,,,,,,
1961-06-22,1961,6,22,18.8,,,,,,,,,
1961-06-23,1961,6,23,20.6,,,,,,,,,
1961-06-24,1961,6,24,21.2,,,,,,,,,
1961-06-25,1961,6,25,20.0,,,,,,,,,
1961-06-26,1961,6,26,18.1,,,,,,,,,
1961-06-27,1961,6,27,16.8,,,,,,,,,
1961-06-28,1961,6,28,18.6,,,,,,,,,
1961-06-29,1961,6,29,21.1,,,,,,,,,
1961-06-30,1961,6,30,23.3,,,,,,,,,
1961-07-01,1961,7,1,24.7,,,,,,,,,
1961-07-02,1961,7,2,18.7,,,,,,,,,
1961-07-03,1961,7,3,19.1,,,,,,,,,
1961-07-04,1961,7,4,16.4,,,,,,,,,
1961-07-05,1961,7,5,16.9,,,,,,,,,
1961-07-06,1961,7,6,18.8,,,,,,,,,
1961-07-07,1961,7,7,20.4,,,,,,,,,
1961-07-08,1961,7,8,17.9,,,,,,,,,
1961-07-09,1961,7,9,19.5,,,,,,,,,
1961-07-10,1961,7,10,19.6,,,,,,,,,
1961-07-11,1961,7,11,20.0,,,,,,,,,
1961-07-12,1961,7,12,17.1,,,,,,,,,
1961-07-13,1961,7,13,16.1,,,,,,,,,
1961-07-14,1961,7,14,15.4,,,,,,,,,
1961-07-15,1961,7,15,16.5,,,,,,,,,
1961-07-16,1961,7,16,15.4,,,,,,,,,
1961-07-17,1961,7,17,16.6,,,,,,,,,
1961-07-18,1961,7,18,18.8,,,,,,,,,
1961-07-19,1961,7,19,18.6,,,,,,,,,
1961-07-20,1961,7,20,18.7,,,,,,,,,
1961-07-21,1961,7,21,20.1,,,,,,,,,
1961-07-22,1961,7,22,18.9,,,,,,,,,
1961-07-23,1961,7,23,18.4,,,,,,,,,
1961-07-24,1961,7,24,19.3,,,,,,,,,
1961-07-25,1961,7,25,20.3,,,,,,,,,
1961-07-26,1961,7,26,18.9,,,,,,,,,
1961-07-27,1961,7,27,17.7,,,,,,,,,
1961-07-28,1961,7,28,16.6,,,,,,,,,
1961-07-29,1961,7,29,17.6,,,,,,,,,
1961-07-30,1961,7,30,18.0,,,,,,,,,
1961-07-31,1961,7,31,18.6,,,,,,,,,
1961-08-01,1961,8,1,19.9,,,,,,,,,
1961-08-02,1961,8,2,18.6,,,,,,,,,
1961-08-03,1961,8,3,18.4,,,,,,,,,
1961-08-04,1961,8,4,18.2,,,,,,,,,
1961-08-05,1961,8,5,18.9,,,,,,,,,
1961-08-06,1961,8,6,18.6,,,,,,,,,
1961-08-07,1961,8,7,17.5,,,,,,,,,
1961-08-08,1961,8,8,17.7,,,,,,,,,
1961-08-09,1961,8,9,17.5,,,,,,,,,
1961-08-10,1961,8,10,15.5,,,,,,,,,
1961-08-11,1961,8,11,17.3,,,,,,,,,
1961-08-12,1961,8,12,18.3,,,,,,,,,
1961-08-13,1961,8,13,16.6,,,,,,,,,
1961-08-14,1961,8,14,16.5,,,,,,,,,
1961-08-15,1961,8,15,17.2,,,,,,,,,
1961-08-16,1961,8,16,17.7,,,,,,,,,
1961-08-17,1961,8,17,18.5,,,,,,,,,
1961-08-18,1961,8,18,16.5,,,,,,,,,
1961-08-19,1961,8,19,16.3,,,,,,,,,
1961-08-20,1961,8,20,17.3,,,,,,,,,
1961-08-21,1961,8,21,18.2,,,,,,,,,
1961-08-22,1961,8,22,16.4,,,,,,,,,
1961-08-23,1961,8,23,16.8,,,,,,,,,
1961-08-24,1961,8,24,18.5,,,,,,,,,
1961-08-25,1961,8,25,18.5,,,,,,,,,
1961-08-26,1961,8,26,19.6,,,,,,,,,
1961-08-27,1961,8,27,19.8,,,,,,,,,
1961-08-28,1961,8,28,21.3,,,,,,,,,
1961-08-29,1961,8,29,24.4,,,,,,,,,
1961-08-30,1961,8,30,20.2,,,,,,,,,
1961-08-31,1961,8,31,22.7,,,,,,,,,
1961-09-01,1961,9,1,23.3,,,,,,,,,
1961-09-02,1961,9,2,24.4,,,,,,,,,
1961-09-03,1961,9,3,19.3,,,,,,,,,
1961-09-04,1961,9,4,18.4,,,,,,,,,
1961-09-05,1961,9,5,18.0,,,,,,,,,
1961-09-06,1961,9,6,15.2,,,,,,,,,
1961-09-07,1961,9,7,16.5,,,,,,,,,
1961-09-08,1961,9,8,16.7,,,,,,,,,
1961-09-09,1961,9,9,18.3,,,,,,,,,
1961-09-10,1961,9,10,17.7,,,,,,,,,
1961-09-11,1961,9,11,18.7,,,,,,,,,
1961-09-12,1961,9,12,17.3,,,,,,,,,
1961-09-13,1961,9,13,17.3,,,,,,,,,
1961-09-14,1961,9,14,18.4,,,,,,,,,
1961-09-15,1961,9,15,18.2,,,,,,,,,
1961-09-16,1961,9,16,18.1,,,,,,,,,
1961-09-17,1961,9,17,17.7,,,,,,,,,
1961-09-18,1961,9,18,21.6,,,,,,,,,
1961-09-19,1961,9,19,19.0,,,,,,,,,
1961-09-20,1961,9,20,17.8,,,,,,,,,
1961-09-21,1961,9,21,17.0,,,,,,,,,
1961-09-22,1961,9,22,18.9,,,,,,,,,
1961-09-23,1961,9,23,19.2,,,,,,,,,
1961-09-24,1961,9,24,17.4,,,,,,,,,
1961-09-25,1961,9,25,16.6,,,,,,,,,
1961-09-26,1961,9,26,16.4,,,,,,,,,
1961-09-27,1961,9,27,15.5,,,,,,,,,
1961-09-28,1961,9,28,15.9,,,,,,,,,
1961-09-29,1961,9,29,16.2,,,,,,,,,
1961-09-30,1961,9,30,15.5,,,,,,,,,
1961-10-01,1961,10,1,15.6,,,,,,,,,
1961-10-02,1961,10,2,15.0,,,,,,,,,
1961-10-03,1961,10,3,16.6,,,,,,,,,
1961-10-04,1961,10,4,14.7,,,,,,,,,
1961-10-05,1961,10,5,15.0,,,,,,,,,
1961-10-06,1961,10,6,14.1,,,,,,,,,
1961-10-07,1961,10,7,14.5,,,,,,,,,
1961-10-08,1961,10,8,15.8,,,,,,,,,
1961-10-09,1961,10,9,16.4,,,,,,,,,
1961-10-10,1961,10,10,15.8,,,,,,,,,
1961-10-11,1961,10,11,15.7,,,,,,,,,
1961-10-12,1961,10,12,16.3,,,,,,,,,
1961-10-13,1961,10,13,16.8,,,,,,,,,
1961-10-14,1961,10,14,17.4,,,,,,,,,
1961-10-15,1961,10,15,14.4,,,,,,,,,
1961-10-16,1961,10,16,13.2,,,,,,,,,
1961-10-17,1961,10,17,13.8,,,,,,,,,
1961-10-18,1961,10,18,11.4,,,,,,,,,
1961-10-19,1961,10,19,10.2,,,,,,,,,
1961-10-20,1961,10,20,10.5,,,,,,,,,
1961-10-21,1961,10,21,13.1,,,,,,,,,
1961-10-22,1961,10,22,13.0,,,,,,,,,
1961-10-23,1961,10,23,13.7,,,,,,,,,
1961-10-24,1961,10,24,12.9,,,,,,,,,
1961-10-25,1961,10,25,13.2,,,,,,,,,
1961-10-26,1961,10,26,13.0,,,,,,,,,
1961-10-27,1961,10,27,11.9,,,,,,,,,
1961-10-28,1961,10,28,12.7,,,,,,,,,
1961-10-29,1961,10,29,12.3,,,,,,,,,
1961-10-30,1961,10,30,11.9,,,,,,,,,
1961-10-31,1961,10,31,13.9,,,,,,,,,
1961-11-01,1961,11,1,14.3,,,,,,,,,
1961-11-02,1961,11,2,13.1,,,,,,,,,
1961-11-03,1961,11,3,10.6,,,,,,,,,
1961-11-04,1961,11,4,9.9,,,,,,,,,
1961-11-05,1961,11,5,11.4,,,,,,,,,
1961-11-06,1961,11,6,10.9,,,,,,,,,
1961-11-07,1961,11,7,10.7,,,,,,,,,
1961-11-08,1961,11,8,10.7,,,,,,,,,
1961-11-09,1961,11,9,10.4,,,,,,,,,
1961-11-10,1961,11,10,8.2,,,,,,,,,
1961-11-11,1961,11,11,7.5,,,,,,,,,
1961-11-12,1961,11,12,9.5,,,,,,,,,
1961-11-13,1961,11,13,10.0,,,,,,,,,
1961-11-14,1961,11,14,8.2,,,,,,,,,
1961-11-15,1961,11,15,7.1,,,,,,,,,
1961-11-16,1961,11,16,7.9,,,,,,,,,
1961-11-17,1961,11,17,9.0,,,,,,,,,
1961-11-18,1961,11,18,8.8,,,,,,,,,
1961-11-19,1961,11,19,9.3,,,,,,,,,
1961-11-20,1961,11,20,8.9,,,,,,,,,
1961-11-21,1961,11,21,10.8,,,,,,,,,
1961-11-22,1961,11,22,11.4,,,,,,,,,
1961-11-23,1961,11,23,10.0,,,,,,,,,
1961-11-24,1961,11,24,9.3,,,,,,,,,
1961-11-25,1961,11,25,10.0,,,,,,,,,
1961-11-26,1961,11,26,7.3,,,,,,,,,
1961-11-27,1961,11,27,6.7,,,,,,,,,
1961-11-28,1961,11,28,8.9,,,,,,,,,
1961-11-29,1961,11,29,11.2,,,,,,,,,
1961-11-30,1961,11,30,11.7,,,,,,,,,
1961-12-01,1961,12,1,11.8,,,,,,,,,
1961-12-02,1961,12,2,8.4,,,,,,,,,
1961-12-03,1961,12,3,11.1,,,,,,,,,
1961-12-04,1961,12,4,12.4,,,,,,,,,
1961-12-05,1961,12,5,6.2,,,,,,,,,
1961-12-06,1961,12,6,5.4,,,,,,,,,
1961-12-07,1961,12,7,6.2,,,,,,,,,
1961-12-08,1961,12,8,11.0,,,,,,,,,
1961-12-09,1961,12,9,12.5,,,,,,,,,
1961-12-10,1961,12,10,13.6,,,,,,,,,
1961-12-11,1961,12,11,12.9,,,,,,,,,
1961-12-12,1961,12,12,13.2,,,,,,,,,
1961-12-13,1961,12,13,12.8,,,,,,,,,
1961-12-14,1961,12,14,11.1,,,,,,,,,
1961-12-15,1961,12,15,9.9,,,,,,,,,
1961-12-16,1961,12,16,9.9,,,,,,,,,
1961-12-17,1961,12,17,6.9,,,,,,,,,
1961-12-18,1961,12,18,6.5,,,,,,,,,
1961-12-19,1961,12,19,3.9,,,,,,,,,
1961-12-20,1961,12,20,6.2,,,,,,,,,
1961-12-21,1961,12,21,6.3,,,,,,,,,
1961-12-22,1961,12,22,6.5,,,,,,,,,
1961-12-23,1961,12,23,4.2,,,,,,,,,
1961-12-24,1961,12,24,1.7,,,,,,,,,
1961-12-25,1961,12,25,1.6,,,,,,,,,
1961-12-26,1961,12,26,1.7,,,,,,,,,
1961-12-27,1961,12,27,2.8,,,,,,,,,
1961-12-28,1961,12,28,6.3,,,,,,,,,
1961-12-29,1961,12,29,8.6,,,,,,,,,
1961-12-30,1961,12,30,5.1,,,,,,,,,
1961-12-31,1961,12,31,2.6,,,,,,,,,
1962-01-01,1962,1,1,3.2,,,,,,,,,
1962-01-02,1962,1,2,3.6,,,,,,,,,
1962-01-03,1962,1,3,3.2,,,,,,,,,
1962-01-04,1962,1,4,3.7,,,,,,,,,
1962-01-05,1962,1,5,9.0,,,,,,,,,
1962-01-06,1962,1,6,10.3,,,,,,,,,
1962-01-07,1962,1,7,10.6,,,,,,,,,
1962-01-08,1962,1,8,9.7,,,,,,,,,
1962-01-09,1962,1,9,7.7,,,,,,,,,
1962-01-10,1962,1,10,10.6,,,,,,,,,
1962-01-11,1962,1,11,8.8,,,,,,,,,
1962-01-12,1962,1,12,7.6,,,,,,,,,
1962-01-13,1962,1,13,6.3,,,,,,,,,
1962-01-14,1962,1,14,7.4,,,,,,,,,
1962-01-15,1962,1,15,9.6,,,,,,,,,
1962-01-16,1962,1,16,8.9,,,,,,,,,
1962-01-17,1962,1,17,9.5,,,,,,,,,
1962-01-18,1962,1,18,9.8,,,,,,,,,
1962-01-19,1962,1,19,10.1,,,,,,,,,
1962-01-20,1962,1,20,10.7,,,,,,,,,
1962-01-21,1962,1,21,9.9,,,,,,,,,
1962-01-22,1962,1,22,7.2,,,,,,,,,
1962-01-23,1962,1,23,10.5,,,,,,,,,
1962-01-24,1962,1,24,10.8,,,,,,,,,
1962-01-25,1962,1,25,10.1,,,,,,,,,
1962-01-26,1962,1,26,10.5,,,,,,,,,
1962-01-27,1962,1,27,11.0,,,,,,,,,
1962-01-28,1962,1,28,8.6,,,,,,,,,
1962-01-29,1962,1,29,6.8,,,,,,,,,
1962-01-30,1962,1,30,7.9,,,,,,,,,
1962-01-31,1962,1,31,9.5,,,,,,,,,
1962-02-01,1962,2,1,7.4,,,,,,,,,
1962-02-02,1962,2,2,9.6,,,,,,,,,
1962-02-03,1962,2,3,10.2,,,,,,,,,
1962-02-04,1962,2,4,10.6,,,,,,,,,
1962-02-05,1962,2,5,10.1,,,,,,,,,
1962-02-06,1962,2,6,10.9,,,,,,,,,
1962-02-07,1962,2,7,9.6,,,,,,,,,
1962-02-08,1962,2,8,7.9,,,,,,,,,
1962-02-09,1962,2,9,8.2,,,,,,,,,
1962-02-10,1962,2,10,10.5,,,,,,,,,
1962-02-11,1962,2,11,9.9,,,,,,,,,
1962-02-12,1962,2,12,10.3,,,,,,,,,
1962-02-13,1962,2,13,7.7,,,,,,,,,
1962-02-14,1962,2,14,5.3,,,,,,,,,
1962-02-15,1962,2,15,9.5,,,,,,,,,
1962-02-16,1962,2,16,10.2,,,,,,,,,
1962-02-17,1962,2,17,10.0,,,,,,,,,
1962-02-18,1962,2,18,10.4,,,,,,,,,
1962-02-19,1962,2,19,10.9,,,,,,,,,
1962-02-20,1962,2,20,9.7,,,,,,,,,
1962-02-21,1962,2,21,8.7,,,,,,,,,
1962-02-22,1962,2,22,5.9,,,,,,,,,
1962-02-23,1962,2,23,2.5,,,,,,,,,
1962-02-24,1962,2,24,3.8,,,,,,,,,
1962-02-25,1962,2,25,3.2,,,,,,,,,
1962-02-26,1962,2,26,-0.2,,,,,,,,,
1962-02-27,1962,2,27,0.7,,,,,,,,,
1962-02-28,1962,2,28,1.8,,,,,,,,,
1962-03-01,1962,3,1,3.7,,,,,,,,,
1962-03-02,1962,3,2,4.7,,,,,,,,,
1962-03-03,1962,3,3,5.1,,,,,,,,,
1962-03-04,1962,3,4,3.2,,,,,,,,,
1962-03-05,1962,3,5,5.3,,,,,,,,,
1962-03-06,1962,3,6,6.8,,,,,,,,,
1962-03-07,1962,3,7,5.8,,,,,,,,,
1962-03-08,1962,3,8,8.8,,,,,,,,,
1962-03-09,1962,3,9,10.4,,,,,,,,,
1962-03-10,1962,3,10,9.0,,,,,,,,,
1962-03-11,1962,3,11,8.4,,,,,,,,,
1962-03-12,1962,3,12,5.0,,,,,,,,,
1962-03-13,1962,3,13,6.2,,,,,,,,,
1962-03-14,1962,3,14,6.7,,,,,,,,,
1962-03-15,1962,3,15,4.4,,,,,,,,,
1962-03-16,1962,3,16,6.2,,,,,,,,,
1962-03-17,1962,3,17,6.6,,,,,,,,,
1962-03-18,1962,3,18,5.7,,,,,,,,,
1962-03-19,1962,3,19,5.9,,,,,,,,,
1962-03-20,1962,3,20,8.3,,,,,,,,,
1962-03-21,1962,3,21,5.9,,,,,,,,,
1962-03-22,1962,3,22,7.3,,,,,,,,,
1962-03-23,1962,3,23,6.9,,,,,,,,,
1962-03-24,1962,3,24,7.4,,,,,,,,,
1962-03-25,1962,3,25,8.7,,,,,,,,,
1962-03-26,1962,3,26,10.8,,,,,,,,,
1962-03-27,1962,3,27,10.6,,,,,,,,,
1962-03-28,1962,3,28,10.6,,,,,,,,,
1962-03-29,1962,3,29,11.8,,,,,,,,,
1962-03-30,1962,3,30,8.6,,,,,,,,,
1962-03-31,1962,3,31,9.0,,,,,,,,,
1962-04-01,1962,4,1,9.3,,,,,,,,,
1962-04-02,1962,4,2,9.2,,,,,,,,,
1962-04-03,1962,4,3,9.6,,,,,,,,,
1962-04-04,1962,4,4,9.5,,,,,,,,,
1962-04-05,1962,4,5,9.1,,,,,,,,,
1962-04-06,1962,4,6,10.1,,,,,,,,,
1962-04-07,1962,4,7,11.1,,,,,,,,,
1962-04-08,1962,4,8,10.2,,,,,,,,,
1962-04-09,1962,4,9,9.8,,,,,,,,,
1962-04-10,1962,4,10,9.5,,,,,,,,,
1962-04-11,1962,4,11,10.9,,,,,,,,,
1962-04-12,1962,4,12,10.7,,,,,,,,,
1962-04-13,1962,4,13,11.8,,,,,,,,,
1962-04-14,1962,4,14,9.4,,,,,,,,,
1962-04-15,1962,4,15,8.9,,,,,,,,,
1962-04-16,1962,4,16,6.0,,,,,,,,,
1962-04-17,1962,4,17,7.9,,,,,,,,,
1962-04-18,1962,4,18,10.2,,,,,,,,,
1962-04-19,1962,4,19,10.6,,,,,,,,,
1962-04-20,1962,4,20,11.2,,,,,,,,,
1962-04-21,1962,4,21,11.5,,,,,,,,,
1962-04-22,1962,4,22,13.0,,,,,,,,,
1962-04-23,1962,4,23,15.2,,,,,,,,,
1962-04-24,1962,4,24,16.4,,,,,,,,,
1962-04-25,1962,4,25,18.5,,,,,,,,,
1962-04-26,1962,4,26,19.4,,,,,,,,,
1962-04-27,1962,4,27,15.3,,,,,,,,,
1962-04-28,1962,4,28,12.8,,,,,,,,,
1962-04-29,1962,4,29,12.1,,,,,,,,,
1962-04-30,1962,4,30,11.5,,,,,,,,,
1962-05-01,1962,5,1,13.1,,,,,,,,,
1962-05-02,1962,5,2,13.9,,,,,,,,,
1962-05-03,1962,5,3,14.2,,,,,,,,,
1962-05-04,1962,5,4,13.2,,,,,,,,,
1962-05-05,1962,5,5,13.7,,,,,,,,,
1962-05-06,1962,5,6,13.4,,,,,,,,,
1962-05-07,1962,5,7,12.9,,,,,,,,,
1962-05-08,1962,5,8,14.2,,,,,,,,,
1962-05-09,1962,5,9,13.9,,,,,,,,,
1962-05-10,1962,5,10,14.4,,,,,,,,,
1962-05-11,1962,5,11,14.3,,,,,,,,,
1962-05-12,1962,5,12,12.9,,,,,,,,,
1962-05-13,1962,5,13,13.9,,,,,,,,,
1962-05-14,1962,5,14,13.5,,,,,,,,,
1962-05-15,1962,5,15,14.6,,,,,,,,,
1962-05-16,1962,5,16,13.6,,,,,,,,,
1962-05-17,1962,5,17,13.3,,,,,,,,,
1962-05-18,1962,5,18,11.7,,,,,,,,,
1962-05-19,1962,5,19,11.9,,,,,,,,,
1962-05-20,1962,5,20,11.7,,,,,,,,,
1962-05-21,1962,5,21,12.8,,,,,,,,,
1962-05-22,1962,5,22,13.8,,,,,,,,,
1962-05-23,1962,5,23,13.5,,,,,,,,,
1962-05-24,1962,5,24,13.4,,,,,,,,,
1962-05-25,1962,5,25,12.6,,,,,,,,,
1962-05-26,1962,5,26,10.8,,,,,,,,,
1962-05-27,1962,5,27,12.5,,,,,,,,,
1962-05-28,1962,5,28,13.4,,,,,,,,,
1962-05-29,1962,5,29,13.2,,,,,,,,,
1962-05-30,1962,5,30,13.6,,,,,,,,,
