Date,Year,Month,Day,Baseline_MaxTemp,≥25°C,≥28°C,≥30°C,≥32°C,Current_MaxTemp,≥25°C,≥28°C,≥30°C,≥32°C
1967-04-19,1967,4,19,12.7,,,,,,,,,
1967-04-20,1967,4,20,10.9,,,,,,,,,
1967-04-21,1967,4,21,9.1,,,,,,,,,
1967-04-22,1967,4,22,9.8,,,,,,,,,
1967-04-23,1967,4,23,12.5,,,,,,,,,
1967-04-24,1967,4,24,11.2,,,,,,,,,
1967-04-25,1967,4,25,12.3,,,,,,,,,
1967-04-26,1967,4,26,11.4,,,,,,,,,
1967-04-27,1967,4,27,13.7,,,,,,,,,
1967-04-28,1967,4,28,15.8,,,,,,,,,
1967-04-29,1967,4,29,15.1,,,,,,,,,
1967-04-30,1967,4,30,14.9,,,,,,,,,
1967-05-01,1967,5,1,10.1,,,,,,,,,
1967-05-02,1967,5,2,9.4,,,,,,,,,
1967-05-03,1967,5,3,10.3,,,,,,,,,
1967-05-04,1967,5,4,11.5,,,,,,,,,
1967-05-05,1967,5,5,11.9,,,,,,,,,
1967-05-06,1967,5,6,12.3,,,,,,,,,
1967-05-07,1967,5,7,12.6,,,,,,,,,
1967-05-08,1967,5,8,13.2,,,,,,,,,
1967-05-09,1967,5,9,14.7,,,,,,,,,
1967-05-10,1967,5,10,20.3,,,,,,,,,
1967-05-11,1967,5,11,21.0,,,,,,,,,
1967-05-12,1967,5,12,17.4,,,,,,,,,
1967-05-13,1967,5,13,15.5,,,,,,,,,
1967-05-14,1967,5,14,16.2,,,,,,,,,
1967-05-15,1967,5,15,12.0,,,,,,,,,
1967-05-16,1967,5,16,10.9,,,,,,,,,
1967-05-17,1967,5,17,11.1,,,,,,,,,
1967-05-18,1967,5,18,13.0,,,,,,,,,
1967-05-19,1967,5,19,12.4,,,,,,,,,
1967-05-20,1967,5,20,14.1,,,,,,,,,
1967-05-21,1967,5,21,12.4,,,,,,,,,
1967-05-22,1967,5,22,12.4,,,,,,,,,
1967-05-23,1967,5,23,12.8,,,,,,,,,
1967-05-24,1967,5,24,12.2,,,,,,,,,
1967-05-25,1967,5,25,13.0,,,,,,,,,
1967-05-26,1967,5,26,13.9,,,,,,,,,
1967-05-27,1967,5,27,13.3,,,,,,,,,
1967-05-28,1967,5,28,14.3,,,,,,,,,
1967-05-29,1967,5,29,14.4,,,,,,,,,
1967-05-30,1967,5,30,14.6,,,,,,,,,
1967-05-31,1967,5,31,17.6,,,,,,,,,
1967-06-01,1967,6,1,15.2,,,,,,,,,
1967-06-02,1967,6,2,15.5,,,,,,,,,
1967-06-03,1967,6,3,15.4,,,,,,,,,
1967-06-04,1967,6,4,16.5,,,,,,,,,
1967-06-05,1967,6,5,19.0,,,,,,,,,
1967-06-06,1967,6,6,19.2,,,,,,,,,
1967-06-07,1967,6,7,14.9,,,,,,,,,
1967-06-08,1967,6,8,15.7,,,,,,,,,
1967-06-09,1967,6,9,16.9,,,,,,,,,
1967-06-10,1967,6,10,18.7,,,,,,,,,
1967-06-11,1967,6,11,17.7,,,,,,,,,
1967-06-12,1967,6,12,17.6,,,,,,,,,
1967-06-13,1967,6,13,19.7,,,,,,,,,
1967-06-14,1967,6,14,22.3,,,,,,,,,
1967-06-15,1967,6,15,22.7,,,,,,,,,
1967-06-16,1967,6,16,22.5,,,,,,,,,
1967-06-17,1967,6,17,22.0,,,,,,,,,
1967-06-18,1967,6,18,22.2,,,,,,,,,
1967-06-19,1967,6,19,19.7,,,,,,,,,
1967-06-20,1967,6,20,16.8,,,,,,,,,
1967-06-21,1967,6,21,18.0,,,,,,,,,
1967-06-22,1967,6,22,17.1,,,,,,,,,
1967-06-23,1967,6,23,16.7,,,,,,,,,
1967-06-24,1967,6,24,17.8,,,,,,,,,
1967-06-25,1967,6,25,16.0,,,,,,,,,
1967-06-26,1967,6,26,15.8,,,,,,,,,
1967-06-27,1967,6,27,17.8,,,,,,,,,
1967-06-28,1967,6,28,15.7,,,,,,,,,
1967-06-29,1967,6,29,17.0,,,,,,,,,
1967-06-30,1967,6,30,17.5,,,,,,,,,
1967-07-01,1967,7,1,17.7,,,,,,,,,
1967-07-02,1967,7,2,17.3,,,,,,,,,
1967-07-03,1967,7,3,16.4,,,,,,,,,
1967-07-04,1967,7,4,15.3,,,,,,,,,
1967-07-05,1967,7,5,16.1,,,,,,,,,
1967-07-06,1967,7,6,17.9,,,,,,,,,
1967-07-07,1967,7,7,17.1,,,,,,,,,
1967-07-08,1967,7,8,16.1,,,,,,,,,
1967-07-09,1967,7,9,18.6,,,,,,,,,
1967-07-10,1967,7,10,19.2,,,,,,,,,
1967-07-11,1967,7,11,21.8,,,,,,,,,
1967-07-12,1967,7,12,23.8,,,,,,,,,
1967-07-13,1967,7,13,21.7,,,,,,,,,
1967-07-14,1967,7,14,17.8,,,,,,,,,
1967-07-15,1967,7,15,19.7,,,,,,,,,
1967-07-16,1967,7,16,19.2,,,,,,,,,
1967-07-17,1967,7,17,19.3,,,,,,,,,
1967-07-18,1967,7,18,17.5,,,,,,,,,
1967-07-19,1967,7,19,18.6,,,,,,,,,
1967-07-20,1967,7,20,18.7,,,,,,,,,
1967-07-21,1967,7,21,19.0,,,,,,,,,
1967-07-22,1967,7,22,19.0,,,,,,,,,
1967-07-23,1967,7,23,20.5,,,,,,,,,
1967-07-24,1967,7,24,18.1,,,,,,,,,
1967-07-25,1967,7,25,17.1,,,,,,,,,
1967-07-26,1967,7,26,18.8,,,,,,,,,
1967-07-27,1967,7,27,17.0,,,,,,,,,
1967-07-28,1967,7,28,17.5,,,,,,,,,
1967-07-29,1967,7,29,16.9,,,,,,,,,
1967-07-30,1967,7,30,17.9,,,,,,,,,
1967-07-31,1967,7,31,19.4,,,,,,,,,
1967-08-01,1967,8,1,18.2,,,,,,,,,
1967-08-02,1967,8,2,16.4,,,,,,,,,
1967-08-03,1967,8,3,17.4,,,,,,,,,
1967-08-04,1967,8,4,16.0,,,,,,,,,
1967-08-05,1967,8,5,16.8,,,,,,,,,
1967-08-06,1967,8,6,18.2,,,,,,,,,
1967-08-07,1967,8,7,19.3,,,,,,,,,
1967-08-08,1967,8,8,18.6,,,,,,,,,
1967-08-09,1967,8,9,18.7,,,,,,,,,
1967-08-10,1967,8,10,20.5,,,,,,,,,
1967-08-11,1967,8,11,17.2,,,,,,,,,
1967-08-12,1967,8,12,15.9,,,,,,,,,
1967-08-13,1967,8,13,16.9,,,,,,,,,
1967-08-14,1967,8,14,17.1,,,,,,,,,
1967-08-15,1967,8,15,15.9,,,,,,,,,
1967-08-16,1967,8,16,17.1,,,,,,,,,
1967-08-17,1967,8,17,17.5,,,,,,,,,
1967-08-18,1967,8,18,17.2,,,,,,,,,
1967-08-19,1967,8,19,19.4,,,,,,,,,
1967-08-20,1967,8,20,19.5,,,,,,,,,
1967-08-21,1967,8,21,19.9,,,,,,,,,
1967-08-22,1967,8,22,22.1,,,,,,,,,
1967-08-23,1967,8,23,21.1,,,,,,,,,
1967-08-24,1967,8,24,20.0,,,,,,,,,
1967-08-25,1967,8,25,18.2,,,,,,,,,
1967-08-26,1967,8,26,19.4,,,,,,,,,
1967-08-27,1967,8,27,20.9,,,,,,,,,
1967-08-28,1967,8,28,20.8,,,,,,,,,
1967-08-29,1967,8,29,19.3,,,,,,,,,
1967-08-30,1967,8,30,17.5,,,,,,,,,
1967-08-31,1967,8,31,17.1,,,,,,,,,
1967-09-01,1967,9,1,18.3,,,,,,,,,
1967-09-02,1967,9,2,17.3,,,,,,,,,
1967-09-03,1967,9,3,16.0,,,,,,,,,
1967-09-04,1967,9,4,15.4,,,,,,,,,
1967-09-05,1967,9,5,14.8,,,,,,,,,
1967-09-06,1967,9,6,15.5,,,,,,,,,
1967-09-07,1967,9,7,15.6,,,,,,,,,
1967-09-08,1967,9,8,16.9,,,,,,,,,
1967-09-09,1967,9,9,17.0,,,,,,,,,
1967-09-10,1967,9,10,15.0,,,,,,,,,
1967-09-11,1967,9,11,15.8,,,,,,,,,
1967-09-12,1967,9,12,17.5,,,,,,,,,
1967-09-13,1967,9,13,18.4,,,,,,,,,
1967-09-14,1967,9,14,17.9,,,,,,,,,
1967-09-15,1967,9,15,18.2,,,,,,,,,
1967-09-16,1967,9,16,17.7,,,,,,,,,
1967-09-17,1967,9,17,15.3,,,,,,,,,
1967-09-18,1967,9,18,15.1,,,,,,,,,
1967-09-19,1967,9,19,14.4,,,,,,,,,
1967-09-20,1967,9,20,15.4,,,,,,,,,
1967-09-21,1967,9,21,15.7,,,,,,,,,
1967-09-22,1967,9,22,16.4,,,,,,,,,
1967-09-23,1967,9,23,17.0,,,,,,,,,
1967-09-24,1967,9,24,15.3,,,,,,,,,
1967-09-25,1967,9,25,16.0,,,,,,,,,
1967-09-26,1967,9,26,16.8,,,,,,,,,
1967-09-27,1967,9,27,16.3,,,,,,,,,
1967-09-28,1967,9,28,17.1,,,,,,,,,
1967-09-29,1967,9,29,14.7,,,,,,,,,
1967-09-30,1967,9,30,15.6,,,,,,,,,
1967-10-01,1967,10,1,15.2,,,,,,,,,
1967-10-02,1967,10,2,14.2,,,,,,,,,
1967-10-03,1967,10,3,13.5,,,,,,,,,
1967-10-04,1967,10,4,13.6,,,,,,,,,
1967-10-05,1967,10,5,14.6,,,,,,,,,
1967-10-06,1967,10,6,15.3,,,,,,,,,
1967-10-07,1967,10,7,16.6,,,,,,,,,
1967-10-08,1967,10,8,16.7,,,,,,,,,
1967-10-09,1967,10,9,15.7,,,,,,,,,
1967-10-10,1967,10,10,14.7,,,,,,,,,
1967-10-11,1967,10,11,14.0,,,,,,,,,
1967-10-12,1967,10,12,13.1,,,,,,,,,
1967-10-13,1967,10,13,13.1,,,,,,,,,
1967-10-14,1967,10,14,13.5,,,,,,,,,
1967-10-15,1967,10,15,11.7,,,,,,,,,
1967-10-16,1967,10,16,14.9,,,,,,,,,
1967-10-17,1967,10,17,11.8,,,,,,,,,
1967-10-18,1967,10,18,13.1,,,,,,,,,
1967-10-19,1967,10,19,14.6,,,,,,,,,
1967-10-20,1967,10,20,13.5,,,,,,,,,
1967-10-21,1967,10,21,12.2,,,,,,,,,
1967-10-22,1967,10,22,13.7,,,,,,,,,
1967-10-23,1967,10,23,13.5,,,,,,,,,
1967-10-24,1967,10,24,13.2,,,,,,,,,
1967-10-25,1967,10,25,13.1,,,,,,,,,
1967-10-26,1967,10,26,12.7,,,,,,,,,
1967-10-27,1967,10,27,11.0,,,,,,,,,
1967-10-28,1967,10,28,9.2,,,,,,,,,
1967-10-29,1967,10,29,10.5,,,,,,,,,
1967-10-30,1967,10,30,10.0,,,,,,,,,
1967-10-31,1967,10,31,11.3,,,,,,,,,
1967-11-01,1967,11,1,12.0,,,,,,,,,
1967-11-02,1967,11,2,8.5,,,,,,,,,
1967-11-03,1967,11,3,8.8,,,,,,,,,
1967-11-04,1967,11,4,6.0,,,,,,,,,
1967-11-05,1967,11,5,6.8,,,,,,,,,
1967-11-06,1967,11,6,8.9,,,,,,,,,
1967-11-07,1967,11,7,10.5,,,,,,,,,
1967-11-08,1967,11,8,10.9,,,,,,,,,
1967-11-09,1967,11,9,9.3,,,,,,,,,
1967-11-10,1967,11,10,11.2,,,,,,,,,
1967-11-11,1967,11,11,11.8,,,,,,,,,
1967-11-12,1967,11,12,11.8,,,,,,,,,
1967-11-13,1967,11,13,10.9,,,,,,,,,
1967-11-14,1967,11,14,10.0,,,,,,,,,
1967-11-15,1967,11,15,8.9,,,,,,,,,
1967-11-16,1967,11,16,8.7,,,,,,,,,
1967-11-17,1967,11,17,6.7,,,,,,,,,
1967-11-18,1967,11,18,9.1,,,,,,,,,
1967-11-19,1967,11,19,9.4,,,,,,,,,
1967-11-20,1967,11,20,9.1,,,,,,,,,
1967-11-21,1967,11,21,9.2,,,,,,,,,
1967-11-22,1967,11,22,10.5,,,,,,,,,
1967-11-23,1967,11,23,10.1,,,,,,,,,
1967-11-24,1967,11,24,8.4,,,,,,,,,
1967-11-25,1967,11,25,7.0,,,,,,,,,
1967-11-26,1967,11,26,7.3,,,,,,,,,
1967-11-27,1967,11,27,10.4,,,,,,,,,
1967-11-28,1967,11,28,10.7,,,,,,,,,
1967-11-29,1967,11,29,10.5,,,,,,,,,
1967-11-30,1967,11,30,11.7,,,,,,,,,
1967-12-01,1967,12,1,12.7,,,,,,,,,
1967-12-02,1967,12,2,10.2,,,,,,,,,
1967-12-03,1967,12,3,10.7,,,,,,,,,
1967-12-04,1967,12,4,9.9,,,,,,,,,
1967-12-05,1967,12,5,9.6,,,,,,,,,
1967-12-06,1967,12,6,8.9,,,,,,,,,
1967-12-07,1967,12,7,4.4,,,,,,,,,
1967-12-08,1967,12,8,2.0,,,,,,,,,
1967-12-09,1967,12,9,1.8,,,,,,,,,
1967-12-10,1967,12,10,4.1,,,,,,,,,
1967-12-11,1967,12,11,7.6,,,,,,,,,
1967-12-12,1967,12,12,8.1,,,,,,,,,
1967-12-13,1967,12,13,7.9,,,,,,,,,
1967-12-14,1967,12,14,7.0,,,,,,,,,
1967-12-15,1967,12,15,8.2,,,,,,,,,
1967-12-16,1967,12,16,8.1,,,,,,,,,
1967-12-17,1967,12,17,6.4,,,,,,,,,
1967-12-18,1967,12,18,9.3,,,,,,,,,
1967-12-19,1967,12,19,8.8,,,,,,,,,
1967-12-20,1967,12,20,9.8,,,,,,,,,
1967-12-21,1967,12,21,11.3,,,,,,,,,
1967-12-22,1967,12,22,12.6,,,,,,,,,
1967-12-23,1967,12,23,11.4,,,,,,,,,
1967-12-24,1967,12,24,8.9,,,,,,,,,
1967-12-25,1967,12,25,8.1,,,,,,,,,
1967-12-26,1967,12,26,8.8,,,,,,,,,
1967-12-27,1967,12,27,10.2,,,,,,,,,
1967-12-28,1967,12,28,6.9,,,,,,,,,
1967-12-29,1967,12,29,5.7,,,,,,,,,
1967-12-30,1967,12,30,6.9,,,,,,,,,
1967-12-31,1967,12,31,8.8,,,,,,,,,
1968-01-01,1968,1,1,8.8,,,,,,,,,
1968-01-02,1968,1,2,8.1,,,,,,,,,
1968-01-03,1968,1,3,8.8,,,,,,,,,
1968-01-04,1968,1,4,9.9,,,,,,,,,
1968-01-05,1968,1,5,10.7,,,,,,,,,
1968-01-06,1968,1,6,8.9,,,,,,,,,
1968-01-07,1968,1,7,5.8,,,,,,,,,
1968-01-08,1968,1,8,8.8,,,,,,,,,
1968-01-09,1968,1,9,6.8,,,,,,,,,
1968-01-10,1968,1,10,4.9,,,,,,,,,
1968-01-11,1968,1,11,5.2,,,,,,,,,
1968-01-12,1968,1,12,7.8,,,,,,,,,
1968-01-13,1968,1,13,10.9,,,,,,,,,
1968-01-14,1968,1,14,11.5,,,,,,,,,
1968-01-15,1968,1,15,10.7,,,,,,,,,
1968-01-16,1968,1,16,10.8,,,,,,,,,
1968-01-17,1968,1,17,9.6,,,,,,,,,
1968-01-18,1968,1,18,10.3,,,,,,,,,
1968-01-19,1968,1,19,9.5,,,,,,,,,
1968-01-20,1968,1,20,8.2,,,,,,,,,
1968-01-21,1968,1,21,7.2,,,,,,,,,
1968-01-22,1968,1,22,3.9,,,,,,,,,
1968-01-23,1968,1,23,5.8,,,,,,,,,
1968-01-24,1968,1,24,7.3,,,,,,,,,
1968-01-25,1968,1,25,8.0,,,,,,,,,
1968-01-26,1968,1,26,9.1,,,,,,,,,
1968-01-27,1968,1,27,8.4,,,,,,,,,
1968-01-28,1968,1,28,6.9,,,,,,,,,
1968-01-29,1968,1,29,8.4,,,,,,,,,
1968-01-30,1968,1,30,9.5,,,,,,,,,
1968-01-31,1968,1,31,8.5,,,,,,,,,
1968-02-01,1968,2,1,8.6,,,,,,,,,
1968-02-02,1968,2,2,6.5,,,,,,,,,
1968-02-03,1968,2,3,6.0,,,,,,,,,
1968-02-04,1968,2,4,7.3,,,,,,,,,
1968-02-05,1968,2,5,3.9,,,,,,,,,
1968-02-06,1968,2,6,6.3,,,,,,,,,
1968-02-07,1968,2,7,6.2,,,,,,,,,
1968-02-08,1968,2,8,6.5,,,,,,,,,
1968-02-09,1968,2,9,6.9,,,,,,,,,
1968-02-10,1968,2,10,6.0,,,,,,,,,
1968-02-11,1968,2,11,6.7,,,,,,,,,
1968-02-12,1968,2,12,10.3,,,,,,,,,
1968-02-13,1968,2,13,7.9,,,,,,,,,
1968-02-14,1968,2,14,7.2,,,,,,,,,
1968-02-15,1968,2,15,5.9,,,,,,,,,
1968-02-16,1968,2,16,6.2,,,,,,,,,
1968-02-17,1968,2,17,7.1,,,,,,,,,
1968-02-18,1968,2,18,6.6,,,,,,,,,
1968-02-19,1968,2,19,5.7,,,,,,,,,
1968-02-20,1968,2,20,5.9,,,,,,,,,
1968-02-21,1968,2,21,4.2,,,,,,,,,
1968-02-22,1968,2,22,3.8,,,,,,,,,
1968-02-23,1968,2,23,2.9,,,,,,,,,
1968-02-24,1968,2,24,3.7,,,,,,,,,
1968-02-25,1968,2,25,3.6,,,,,,,,,
1968-02-26,1968,2,26,5.2,,,,,,,,,
1968-02-27,1968,2,27,6.0,,,,,,,,,
1968-02-28,1968,2,28,6.9,,,,,,,,,
1968-02-29,1968,2,29,8.2,,,,,,,,,
1968-03-01,1968,3,1,2.6,,,,,,,,,
1968-03-02,1968,3,2,6.3,,,,,,,,,
1968-03-03,1968,3,3,9.3,,,,,,,,,
1968-03-04,1968,3,4,9.6,,,,,,,,,
1968-03-05,1968,3,5,10.4,,,,,,,,,
1968-03-06,1968,3,6,8.9,,,,,,,,,
1968-03-07,1968,3,7,6.1,,,,,,,,,
1968-03-08,1968,3,8,7.9,,,,,,,,,
1968-03-09,1968,3,9,11.3,,,,,,,,,
1968-03-10,1968,3,10,10.2,,,,,,,,,
1968-03-11,1968,3,11,10.8,,,,,,,,,
1968-03-12,1968,3,12,9.1,,,,,,,,,
1968-03-13,1968,3,13,10.6,,,,,,,,,
1968-03-14,1968,3,14,8.3,,,,,,,,,
1968-03-15,1968,3,15,8.5,,,,,,,,,
1968-03-16,1968,3,16,10.1,,,,,,,,,
1968-03-17,1968,3,17,9.3,,,,,,,,,
1968-03-18,1968,3,18,9.5,,,,,,,,,
1968-03-19,1968,3,19,11.3,,,,,,,,,
1968-03-20,1968,3,20,9.4,,,,,,,,,
1968-03-21,1968,3,21,8.6,,,,,,,,,
1968-03-22,1968,3,22,11.1,,,,,,,,,
1968-03-23,1968,3,23,10.6,,,,,,,,,
1968-03-24,1968,3,24,9.0,,,,,,,,,
1968-03-25,1968,3,25,11.0,,,,,,,,,
1968-03-26,1968,3,26,12.8,,,,,,,,,
1968-03-27,1968,3,27,13.8,,,,,,,,,
1968-03-28,1968,3,28,16.1,,,,,,,,,
1968-03-29,1968,3,29,14.8,,,,,,,,,
1968-03-30,1968,3,30,10.4,,,,,,,,,
1968-03-31,1968,3,31,13.1,,,,,,,,,
1968-04-01,1968,4,1,10.3,,,,,,,,,
1968-04-02,1968,4,2,5.5,,,,,,,,,
1968-04-03,1968,4,3,7.6,,,,,,,,,
1968-04-04,1968,4,4,6.9,,,,,,,,,
1968-04-05,1968,4,5,7.0,,,,,,,,,
1968-04-06,1968,4,6,8.5,,,,,,,,,
1968-04-07,1968,4,7,9.4,,,,,,,,,
1968-04-08,1968,4,8,7.9,,,,,,,,,
1968-04-09,1968,4,9,9.4,,,,,,,,,
1968-04-10,1968,4,10,10.8,,,,,,,,,
1968-04-11,1968,4,11,9.3,,,,,,,,,
1968-04-12,1968,4,12,9.4,,,,,,,,,
1968-04-13,1968,4,13,8.5,,,,,,,,,
1968-04-14,1968,4,14,12.2,,,,,,,,,
1968-04-15,1968,4,15,13.4,,,,,,,,,
1968-04-16,1968,4,16,13.0,,,,,,,,,
1968-04-17,1968,4,17,11.7,,,,,,,,,
1968-04-18,1968,4,18,11.0,,,,,,,,,
1968-04-19,1968,4,19,12.2,,,,,,,,,
1968-04-20,1968,4,20,12.8,,,,,,,,,
1968-04-21,1968,4,21,12.7,,,,,,,,,
1968-04-22,1968,4,22,12.6,,,,,,,,,
1968-04-23,1968,4,23,13.0,,,,,,,,,
1968-04-24,1968,4,24,14.8,,,,,,,,,
1968-04-25,1968,4,25,14.7,,,,,,,,,
1968-04-26,1968,4,26,14.0,,,,,,,,,
1968-04-27,1968,4,27,12.1,,,,,,,,,
1968-04-28,1968,4,28,11.1,,,,,,,,,
1968-04-29,1968,4,29,10.9,,,,,,,,,
1968-04-30,1968,4,30,11.3,,,,,,,,,
1968-05-01,1968,5,1,13.5,,,,,,,,,
1968-05-02,1968,5,2,14.0,,,,,,,,,
1968-05-03,1968,5,3,13.1,,,,,,,,,
1968-05-04,1968,5,4,11.9,,,,,,,,,
1968-05-05,1968,5,5,12.0,,,,,,,,,
1968-05-06,1968,5,6,9.2,,,,,,,,,
1968-05-07,1968,5,7,10.2,,,,,,,,,
1968-05-08,1968,5,8,10.2,,,,,,,,,
1968-05-09,1968,5,9,12.2,,,,,,,,,
1968-05-10,1968,5,10,11.6,,,,,,,,,
1968-05-11,1968,5,11,12.2,,,,,,,,,
1968-05-12,1968,5,12,12.8,,,,,,,,,
1968-05-13,1968,5,13,12.4,,,,,,,,,
1968-05-14,1968,5,14,13.4,,,,,,,,,
1968-05-15,1968,5,15,14.9,,,,,,,,,
1968-05-16,1968,5,16,13.2,,,,,,,,,
1968-05-17,1968,5,17,14.3,,,,,,,,,
1968-05-18,1968,5,18,12.2,,,,,,,,,
1968-05-19,1968,5,19,12.8,,,,,,,,,
1968-05-20,1968,5,20,13.9,,,,,,,,,
1968-05-21,1968,5,21,11.8,,,,,,,,,
1968-05-22,1968,5,22,12.4,,,,,,,,,
1968-05-23,1968,5,23,14.1,,,,,,,,,
1968-05-24,1968,5,24,13.9,,,,,,,,,
1968-05-25,1968,5,25,15.6,,,,,,,,,
1968-05-26,1968,5,26,12.8,,,,,,,,,
1968-05-27,1968,5,27,17.4,,,,,,,,,
1968-05-28,1968,5,28,20.0,,,,,,,,,
1968-05-29,1968,5,29,21.7,,,,,,,,,
1968-05-30,1968,5,30,17.3,,,,,,,,,
1968-05-31,1968,5,31,17.7,,,,,,,,,
1968-06-01,1968,6,1,18.8,,,,,,,,,
1968-06-02,1968,6,2,16.2,,,,,,,,,
1968-06-03,1968,6,3,17.8,,,,,,,,,
1968-06-04,1968,6,4,16.1,,,,,,,,,
1968-06-05,1968,6,5,13.2,,,,,,,,,
1968-06-06,1968,6,6,14.4,,,,,,,,,
1968-06-07,1968,6,7,13.7,,,,,,,,,
1968-06-08,1968,6,8,17.1,,,,,,,,,
1968-06-09,1968,6,9,18.2,,,,,,,,,
1968-06-10,1968,6,10,20.3,,,,,,,,,
1968-06-11,1968,6,11,19.5,,,,,,,,,
1968-06-12,1968,6,12,19.5,,,,,,,,,
1968-06-13,1968,6,13,21.5,,,,,,,,,
1968-06-14,1968,6,14,21.8,,,,,,,,,
1968-06-15,1968,6,15,19.3,,,,,,,,,
1968-06-16,1968,6,16,21.3,,,,,,,,,
1968-06-17,1968,6,17,21.8,,,,,,,,,
1968-06-18,1968,6,18,20.2,,,,,,,,,
1968-06-19,1968,6,19,15.3,,,,,,,,,
1968-06-20,1968,6,20,16.0,,,,,,,,,
1968-06-21,1968,6,21,15.8,,,,,,,,,
1968-06-22,1968,6,22,14.2,,,,,,,,,
1968-06-23,1968,6,23,15.5,,,,,,,,,
1968-06-24,1968,6,24,16.6,,,,,,,,,
1968-06-25,1968,6,25,16.2,,,,,,,,,
1968-06-26,1968,6,26,15.0,,,,,,,,,
1968-06-27,1968,6,27,17.0,,,,,,,,,
1968-06-28,1968,6,28,17.3,,,,,,,,,
1968-06-29,1968,6,29,18.6,,,,,,,,,
1968-06-30,1968,6,30,21.5,,,,,,,,,
1968-07-01,1968,7,1,24.1,,,,,,,,,
1968-07-02,1968,7,2,14.3,,,,,,,,,
1968-07-03,1968,7,3,15.5,,,,,,,,,
1968-07-04,1968,7,4,14.9,,,,,,,,,
1968-07-05,1968,7,5,18.0,,,,,,,,,
1968-07-06,1968,7,6,18.3,,,,,,,,,
1968-07-07,1968,7,7,15.7,,,,,,,,,
1968-07-08,1968,7,8,18.2,,,,,,,,,
1968-07-09,1968,7,9,19.1,,,,,,,,,
1968-07-10,1968,7,10,16.5,,,,,,,,,
1968-07-11,1968,7,11,17.1,,,,,,,,,
1968-07-12,1968,7,12,16.4,,,,,,,,,
1968-07-13,1968,7,13,15.6,,,,,,,,,
1968-07-14,1968,7,14,15.5,,,,,,,,,
1968-07-15,1968,7,15,15.5,,,,,,,,,
1968-07-16,1968,7,16,15.8,,,,,,,,,
1968-07-17,1968,7,17,17.8,,,,,,,,,
1968-07-18,1968,7,18,18.8,,,,,,,,,
1968-07-19,1968,7,19,20.5,,,,,,,,,
1968-07-20,1968,7,20,21.4,,,,,,,,,
1968-07-21,1968,7,21,21.4,,,,,,,,,
1968-07-22,1968,7,22,21.4,,,,,,,,,
1968-07-23,1968,7,23,18.2,,,,,,,,,
1968-07-24,1968,7,24,18.2,,,,,,,,,
1968-07-25,1968,7,25,19.2,,,,,,,,,
1968-07-26,1968,7,26,17.9,,,,,,,,,
1968-07-27,1968,7,27,19.3,,,,,,,,,
1968-07-28,1968,7,28,20.2,,,,,,,,,
1968-07-29,1968,7,29,18.2,,,,,,,,,
1968-07-30,1968,7,30,19.6,,,,,,,,,
1968-07-31,1968,7,31,21.5,,,,,,,,,
1968-08-01,1968,8,1,21.5,,,,,,,,,
1968-08-02,1968,8,2,21.4,,,,,,,,,
1968-08-03,1968,8,3,20.5,,,,,,,,,
1968-08-04,1968,8,4,19.8,,,,,,,,,
1968-08-05,1968,8,5,19.2,,,,,,,,,
1968-08-06,1968,8,6,18.2,,,,,,,,,
1968-08-07,1968,8,7,17.5,,,,,,,,,
1968-08-08,1968,8,8,18.8,,,,,,,,,
1968-08-09,1968,8,9,14.9,,,,,,,,,
1968-08-10,1968,8,10,17.9,,,,,,,,,
1968-08-11,1968,8,11,21.7,,,,,,,,,
1968-08-12,1968,8,12,18.3,,,,,,,,,
1968-08-13,1968,8,13,18.4,,,,,,,,,
1968-08-14,1968,8,14,17.5,,,,,,,,,
1968-08-15,1968,8,15,17.9,,,,,,,,,
1968-08-16,1968,8,16,15.1,,,,,,,,,
1968-08-17,1968,8,17,17.3,,,,,,,,,
1968-08-18,1968,8,18,17.2,,,,,,,,,
1968-08-19,1968,8,19,16.7,,,,,,,,,
1968-08-20,1968,8,20,19.7,,,,,,,,,
1968-08-21,1968,8,21,18.3,,,,,,,,,
1968-08-22,1968,8,22,21.2,,,,,,,,,
1968-08-23,1968,8,23,23.3,,,,,,,,,
1968-08-24,1968,8,24,22.7,,,,,,,,,
1968-08-25,1968,8,25,21.2,,,,,,,,,
1968-08-26,1968,8,26,21.0,,,,,,,,,
1968-08-27,1968,8,27,23.4,,,,,,,,,
1968-08-28,1968,8,28,19.5,,,,,,,,,
1968-08-29,1968,8,29,16.9,,,,,,,,,
1968-08-30,1968,8,30,18.0,,,,,,,,,
1968-08-31,1968,8,31,17.7,,,,,,,,,
1968-09-01,1968,9,1,17.2,,,,,,,,,
1968-09-02,1968,9,2,16.4,,,,,,,,,
1968-09-03,1968,9,3,17.0,,,,,,,,,
1968-09-04,1968,9,4,17.9,,,,,,,,,
1968-09-05,1968,9,5,15.9,,,,,,,,,
1968-09-06,1968,9,6,19.5,,,,,,,,,
1968-09-07,1968,9,7,16.9,,,,,,,,,
1968-09-08,1968,9,8,18.2,,,,,,,,,
1968-09-09,1968,9,9,20.5,,,,,,,,,
1968-09-10,1968,9,10,20.0,,,,,,,,,
1968-09-11,1968,9,11,18.6,,,,,,,,,
1968-09-12,1968,9,12,18.9,,,,,,,,,
1968-09-13,1968,9,13,17.7,,,,,,,,,
1968-09-14,1968,9,14,16.7,,,,,,,,,
